opcion,votos,provincia,municipio
Abstención,64,Barcelona,Vilada
Votos nulos,4,Barcelona,Vilada
JxSí,234,Barcelona,Vilada
C's,47,Barcelona,Vilalba Sasserra
CUP,31,Barcelona,Vilalba Sasserra
CatSíqueesPot,26,Barcelona,Vilalba Sasserra
PSC,24,Barcelona,Vilalba Sasserra
PP,22,Barcelona,Vilalba Sasserra
unio.cat,13,Barcelona,Vilalba Sasserra
RECORTES CERO-ELS VERDS,4,Barcelona,Vilalba Sasserra
PACMA,3,Barcelona,Vilalba Sasserra
Abstención,5291,Barcelona,Vic
Votos nulos,51,Barcelona,Vic
Votos en blanco,84,Barcelona,Vic
JxSí,14032,Barcelona,Vic
PACMA,26,Barcelona,Vilanova del Vallès
RECORTES CERO-ELS VERDS,15,Barcelona,Vilanova del Vallès
C's,10534,Barcelona,Viladecans
PSC,8158,Barcelona,Viladecans
JxSí,6645,Barcelona,Viladecans
CatSíqueesPot,5580,Barcelona,Viladecans
PP,3260,Barcelona,Viladecans
CUP,1710,Barcelona,Viladecans
unio.cat,635,Barcelona,Viladecans
PACMA,404,Barcelona,Viladecans
RECORTES CERO-ELS VERDS,241,Barcelona,Viladecans
CUP,44,Barcelona,Vilada
PSC,17,Barcelona,Vilada
PP,13,Barcelona,Vilada
unio.cat,10,Barcelona,Vilada
C's,5,Barcelona,Vilada
PACMA,2,Barcelona,Vilada
CatSíqueesPot,1,Barcelona,Vilada
Abstención,31,Barcelona,Veciana
Abstención,255,Barcelona,Vallromanes
Votos nulos,2,Barcelona,Vallromanes
Votos en blanco,11,Barcelona,Vallromanes
JxSí,875,Barcelona,Vallromanes
Abstención,2636,Barcelona,Vallirana
Votos nulos,27,Barcelona,Vallirana
Votos en blanco,55,Barcelona,Vallirana
Abstención,364,Barcelona,Vallgorguina
Votos nulos,3,Barcelona,Vallgorguina
Votos en blanco,13,Barcelona,Vallgorguina
JxSí,946,Barcelona,Vallgorguina
Abstención,29,Barcelona,Vallcebre
JxSí,149,Barcelona,Vallcebre
CUP,1821,Barcelona,Vic
C's,1660,Barcelona,Vic
PSC,1196,Barcelona,Vic
PP,892,Barcelona,Vic
CatSíqueesPot,650,Barcelona,Vic
unio.cat,606,Barcelona,Vic
PACMA,56,Barcelona,Vic
RECORTES CERO-ELS VERDS,32,Barcelona,Vic
Abstención,186,Barcelona,Vallbona d'Anoia
Votos nulos,7,Barcelona,Vallbona d'Anoia
Votos en blanco,5,Barcelona,Vallbona d'Anoia
Abstención,995,Barcelona,Vacarisses
Abstención,198,Barcelona,Ullastrell
Votos nulos,5,Barcelona,Ullastrell
JxSí,77,Barcelona,Veciana
PP,10,Barcelona,Veciana
unio.cat,8,Barcelona,Veciana
CUP,6,Barcelona,Veciana
PSC,2,Barcelona,Veciana
CatSíqueesPot,2,Barcelona,Veciana
C's,2,Barcelona,Veciana
PACMA,1,Barcelona,Veciana
C's,248,Barcelona,Vallromanes
CUP,98,Barcelona,Vallromanes
PP,90,Barcelona,Vallromanes
PSC,68,Barcelona,Vallromanes
unio.cat,67,Barcelona,Vallromanes
CatSíqueesPot,64,Barcelona,Vallromanes
PACMA,8,Barcelona,Vallromanes
JxSí,2614,Barcelona,Vallirana
C's,1850,Barcelona,Vallirana
PSC,1428,Barcelona,Vallirana
CatSíqueesPot,801,Barcelona,Vallirana
PP,628,Barcelona,Vallirana
CUP,521,Barcelona,Vallirana
unio.cat,189,Barcelona,Vallirana
PACMA,78,Barcelona,Vallirana
RECORTES CERO-ELS VERDS,30,Barcelona,Vallirana
Abstención,801,Barcelona,Torrelles de Llobregat
Votos nulos,2,Barcelona,Torrelles de Llobregat
Votos en blanco,11,Barcelona,Torrelles de Llobregat
JxSí,1719,Barcelona,Torrelles de Llobregat
CUP,202,Barcelona,Vallgorguina
C's,146,Barcelona,Vallgorguina
CatSíqueesPot,96,Barcelona,Vallgorguina
PP,75,Barcelona,Vallgorguina
PSC,68,Barcelona,Vallgorguina
unio.cat,34,Barcelona,Vallgorguina
PACMA,11,Barcelona,Vallgorguina
RECORTES CERO-ELS VERDS,6,Barcelona,Vallgorguina
Abstención,465,Barcelona,Torrelles de Foix
Votos nulos,5,Barcelona,Torrelles de Foix
Votos en blanco,5,Barcelona,Torrelles de Foix
JxSí,498,Barcelona,Torrelles de Foix
PSC,201,Barcelona,Torrelles de Foix
CUP,20,Barcelona,Vallcebre
PSC,11,Barcelona,Vallcebre
PP,4,Barcelona,Vallcebre
unio.cat,4,Barcelona,Vallcebre
C's,2,Barcelona,Vallcebre
CatSíqueesPot,2,Barcelona,Vallcebre
Abstención,145,Barcelona,Torrelavit
Votos nulos,2,Barcelona,Torrelavit
Abstención,644,Barcelona,"Torre de Claramunt, la"
Votos nulos,10,Barcelona,"Torre de Claramunt, la"
Votos en blanco,15,Barcelona,"Torre de Claramunt, la"
JxSí,780,Barcelona,"Torre de Claramunt, la"
Abstención,1893,Barcelona,Torelló
Votos nulos,36,Barcelona,Torelló
Votos en blanco,40,Barcelona,Torelló
JxSí,5389,Barcelona,Torelló
CUP,805,Barcelona,Torelló
PSC,672,Barcelona,Torelló
JxSí,440,Barcelona,Vallbona d'Anoia
PSC,112,Barcelona,Vallbona d'Anoia
CUP,95,Barcelona,Vallbona d'Anoia
C's,78,Barcelona,Vallbona d'Anoia
PP,70,Barcelona,Vallbona d'Anoia
CatSíqueesPot,59,Barcelona,Vallbona d'Anoia
unio.cat,23,Barcelona,Vallbona d'Anoia
PACMA,6,Barcelona,Vallbona d'Anoia
RECORTES CERO-ELS VERDS,1,Barcelona,Vallbona d'Anoia
Votos nulos,8,Barcelona,Vacarisses
Votos en blanco,29,Barcelona,Vacarisses
JxSí,1348,Barcelona,Vacarisses
C's,708,Barcelona,Vacarisses
PSC,392,Barcelona,Vacarisses
CatSíqueesPot,385,Barcelona,Vacarisses
CUP,317,Barcelona,Vacarisses
PP,224,Barcelona,Vacarisses
unio.cat,77,Barcelona,Vacarisses
PACMA,34,Barcelona,Vacarisses
RECORTES CERO-ELS VERDS,12,Barcelona,Vacarisses
Votos en blanco,3,Barcelona,Ullastrell
JxSí,792,Barcelona,Ullastrell
CUP,149,Barcelona,Ullastrell
C's,122,Barcelona,Ullastrell
PSC,82,Barcelona,Ullastrell
CatSíqueesPot,69,Barcelona,Ullastrell
PP,40,Barcelona,Ullastrell
unio.cat,25,Barcelona,Ullastrell
PACMA,10,Barcelona,Ullastrell
RECORTES CERO-ELS VERDS,4,Barcelona,Ullastrell
C's,509,Barcelona,Torrelles de Llobregat
CUP,373,Barcelona,Torrelles de Llobregat
CatSíqueesPot,310,Barcelona,Torrelles de Llobregat
PSC,285,Barcelona,Torrelles de Llobregat
PP,147,Barcelona,Torrelles de Llobregat
unio.cat,72,Barcelona,Torrelles de Llobregat
PACMA,33,Barcelona,Torrelles de Llobregat
RECORTES CERO-ELS VERDS,15,Barcelona,Torrelles de Llobregat
PP,115,Barcelona,Torrelles de Foix
CatSíqueesPot,103,Barcelona,Torrelles de Foix
C's,98,Barcelona,Torrelles de Foix
CUP,85,Barcelona,Torrelles de Foix
unio.cat,35,Barcelona,Torrelles de Foix
PACMA,15,Barcelona,Torrelles de Foix
RECORTES CERO-ELS VERDS,1,Barcelona,Torrelles de Foix
Votos en blanco,8,Barcelona,Torrelavit
JxSí,613,Barcelona,Torrelavit
CUP,112,Barcelona,Torrelavit
PSC,40,Barcelona,Torrelavit
C's,37,Barcelona,Torrelavit
PP,31,Barcelona,Torrelavit
CatSíqueesPot,31,Barcelona,Torrelavit
unio.cat,22,Barcelona,Torrelavit
RECORTES CERO-ELS VERDS,5,Barcelona,Torrelavit
PACMA,3,Barcelona,Torrelavit
C's,484,Barcelona,"Torre de Claramunt, la"
PSC,351,Barcelona,"Torre de Claramunt, la"
CatSíqueesPot,182,Barcelona,"Torre de Claramunt, la"
PP,170,Barcelona,"Torre de Claramunt, la"
CUP,150,Barcelona,"Torre de Claramunt, la"
unio.cat,67,Barcelona,"Torre de Claramunt, la"
PACMA,25,Barcelona,"Torre de Claramunt, la"
RECORTES CERO-ELS VERDS,16,Barcelona,"Torre de Claramunt, la"
C's,589,Barcelona,Torelló
CatSíqueesPot,325,Barcelona,Torelló
PP,296,Barcelona,Torelló
unio.cat,180,Barcelona,Torelló
PACMA,31,Barcelona,Torelló
RECORTES CERO-ELS VERDS,13,Barcelona,Torelló
Abstención,3367,Barcelona,Tordera
Votos nulos,52,Barcelona,Tordera
Votos en blanco,51,Barcelona,Tordera
Abstención,1120,Barcelona,Tona
Votos nulos,18,Barcelona,Tona
Votos en blanco,34,Barcelona,Tona
JxSí,3259,Barcelona,Tona
CUP,412,Barcelona,Tona
Abstención,934,Barcelona,Tiana
Votos nulos,7,Barcelona,Tiana
Votos en blanco,27,Barcelona,Tiana
JxSí,2963,Barcelona,Tiana
CUP,573,Barcelona,Tiana
C's,548,Barcelona,Tiana
Abstención,34904,Barcelona,Terrassa
Abstención,798,Barcelona,Teià
Votos nulos,5,Barcelona,Teià
Votos en blanco,17,Barcelona,Teià
JxSí,2333,Barcelona,Teià
Abstención,14,Barcelona,Tavertet
Votos nulos,1,Barcelona,Tavertet
Votos en blanco,1,Barcelona,Tavertet
JxSí,60,Barcelona,Tavertet
CUP,15,Barcelona,Tavertet
CatSíqueesPot,4,Barcelona,Tavertet
Abstención,18,Barcelona,Tavèrnoles
Votos en blanco,3,Barcelona,Tavèrnoles
JxSí,193,Barcelona,Tavèrnoles
CUP,15,Barcelona,Tavèrnoles
unio.cat,9,Barcelona,Tavèrnoles
Abstención,669,Barcelona,Taradell
Votos nulos,7,Barcelona,Taradell
Votos en blanco,28,Barcelona,Taradell
JxSí,3166,Barcelona,Taradell
CUP,344,Barcelona,Taradell
JxSí,3789,Barcelona,Tordera
C's,1386,Barcelona,Tordera
PSC,1135,Barcelona,Tordera
CatSíqueesPot,734,Barcelona,Tordera
PP,706,Barcelona,Tordera
CUP,514,Barcelona,Tordera
unio.cat,238,Barcelona,Tordera
PACMA,91,Barcelona,Tordera
RECORTES CERO-ELS VERDS,23,Barcelona,Tordera
C's,328,Barcelona,Tona
PSC,292,Barcelona,Tona
PP,208,Barcelona,Tona
CatSíqueesPot,168,Barcelona,Tona
unio.cat,122,Barcelona,Tona
PACMA,24,Barcelona,Tona
RECORTES CERO-ELS VERDS,6,Barcelona,Tona
PP,449,Barcelona,Tiana
PSC,428,Barcelona,Tiana
CatSíqueesPot,339,Barcelona,Tiana
unio.cat,168,Barcelona,Tiana
PACMA,37,Barcelona,Tiana
RECORTES CERO-ELS VERDS,14,Barcelona,Tiana
Votos nulos,395,Barcelona,Terrassa
Votos en blanco,630,Barcelona,Terrassa
JxSí,38671,Barcelona,Terrassa
C's,26190,Barcelona,Terrassa
PSC,17692,Barcelona,Terrassa
CatSíqueesPot,13200,Barcelona,Terrassa
PP,8625,Barcelona,Terrassa
CUP,8388,Barcelona,Terrassa
unio.cat,2502,Barcelona,Terrassa
PACMA,1273,Barcelona,Terrassa
RECORTES CERO-ELS VERDS,656,Barcelona,Terrassa
C's,501,Barcelona,Teià
CUP,395,Barcelona,Teià
PP,234,Barcelona,Teià
CatSíqueesPot,217,Barcelona,Teià
PSC,212,Barcelona,Teià
unio.cat,104,Barcelona,Teià
PACMA,25,Barcelona,Teià
RECORTES CERO-ELS VERDS,13,Barcelona,Teià
PSC,3,Barcelona,Tavertet
C's,2,Barcelona,Tavertet
PP,1,Barcelona,Tavertet
unio.cat,1,Barcelona,Tavertet
PP,6,Barcelona,Tavèrnoles
C's,3,Barcelona,Tavèrnoles
CatSíqueesPot,3,Barcelona,Tavèrnoles
PSC,1,Barcelona,Tavèrnoles
PACMA,1,Barcelona,Tavèrnoles
C's,130,Barcelona,Taradell
PP,119,Barcelona,Taradell
PSC,109,Barcelona,Taradell
unio.cat,89,Barcelona,Taradell
CatSíqueesPot,72,Barcelona,Taradell
PACMA,11,Barcelona,Taradell
RECORTES CERO-ELS VERDS,5,Barcelona,Taradell
Abstención,16,Barcelona,Talamanca
JxSí,111,Barcelona,Talamanca
CUP,11,Barcelona,Talamanca
Abstención,43,Barcelona,Tagamanent
Votos en blanco,1,Barcelona,Tagamanent
JxSí,125,Barcelona,Tagamanent
Abstención,1011,Barcelona,Súria
Votos nulos,14,Barcelona,Súria
Votos en blanco,24,Barcelona,Súria
JxSí,1539,Barcelona,Súria
C's,8,Barcelona,Talamanca
PP,5,Barcelona,Talamanca
CatSíqueesPot,3,Barcelona,Talamanca
PSC,2,Barcelona,Talamanca
unio.cat,2,Barcelona,Talamanca
PACMA,1,Barcelona,Talamanca
CUP,32,Barcelona,Tagamanent
C's,11,Barcelona,Tagamanent
PP,7,Barcelona,Tagamanent
PSC,7,Barcelona,Tagamanent
CatSíqueesPot,7,Barcelona,Tagamanent
unio.cat,2,Barcelona,Tagamanent
PACMA,1,Barcelona,Tagamanent
RECORTES CERO-ELS VERDS,1,Barcelona,Tagamanent
PSC,674,Barcelona,Súria
C's,610,Barcelona,Súria
CUP,358,Barcelona,Súria
CatSíqueesPot,205,Barcelona,Súria
PP,152,Barcelona,Súria
unio.cat,103,Barcelona,Súria
PACMA,11,Barcelona,Súria
RECORTES CERO-ELS VERDS,9,Barcelona,Súria
Abstención,362,Barcelona,Subirats
Votos nulos,7,Barcelona,Subirats
Votos en blanco,6,Barcelona,Subirats
JxSí,1260,Barcelona,Subirats
Abstención,17,Barcelona,Sora
Votos en blanco,1,Barcelona,Sora
JxSí,103,Barcelona,Sora
Abstención,6,Barcelona,Sobremunt
JxSí,46,Barcelona,Sobremunt
CUP,12,Barcelona,Sobremunt
C's,2,Barcelona,Sobremunt
Abstención,4352,Barcelona,Sitges
Votos nulos,37,Barcelona,Sitges
Votos en blanco,68,Barcelona,Sitges
JxSí,5825,Barcelona,Sitges
Abstención,386,Barcelona,Seva
Votos nulos,12,Barcelona,Seva
Votos en blanco,7,Barcelona,Seva
CUP,259,Barcelona,Subirats
PSC,112,Barcelona,Subirats
PP,95,Barcelona,Subirats
C's,87,Barcelona,Subirats
CatSíqueesPot,61,Barcelona,Subirats
unio.cat,38,Barcelona,Subirats
PACMA,9,Barcelona,Subirats
RECORTES CERO-ELS VERDS,6,Barcelona,Subirats
CUP,17,Barcelona,Sora
unio.cat,8,Barcelona,Sora
PSC,3,Barcelona,Sora
CatSíqueesPot,2,Barcelona,Sora
C's,2,Barcelona,Sora
RECORTES CERO-ELS VERDS,1,Barcelona,Sora
PACMA,1,Barcelona,Sobremunt
PP,1,Barcelona,Sobremunt
unio.cat,1,Barcelona,Sobremunt
C's,2841,Barcelona,Sitges
PSC,1423,Barcelona,Sitges
PP,1194,Barcelona,Sitges
CUP,1157,Barcelona,Sitges
CatSíqueesPot,884,Barcelona,Sitges
unio.cat,470,Barcelona,Sitges
PACMA,96,Barcelona,Sitges
RECORTES CERO-ELS VERDS,35,Barcelona,Sitges
JxSí,1641,Barcelona,Seva
CUP,224,Barcelona,Seva
C's,123,Barcelona,Seva
PP,77,Barcelona,Seva
PSC,74,Barcelona,Seva
CatSíqueesPot,59,Barcelona,Seva
unio.cat,39,Barcelona,Seva
RECORTES CERO-ELS VERDS,2,Barcelona,Seva
PACMA,1,Barcelona,Seva
Abstención,1362,Barcelona,Sentmenat
Votos nulos,15,Barcelona,Sentmenat
Votos en blanco,30,Barcelona,Sentmenat
JxSí,1951,Barcelona,Sentmenat
Abstención,992,Barcelona,Santpedor
Abstención,493,Barcelona,Santa Susanna
Votos nulos,10,Barcelona,Santa Susanna
Votos en blanco,5,Barcelona,Santa Susanna
JxSí,789,Barcelona,Santa Susanna
Abstención,4025,Barcelona,Santa Perpètua de Mogoda
Votos nulos,57,Barcelona,Santa Perpètua de Mogoda
Votos en blanco,73,Barcelona,Santa Perpètua de Mogoda
Abstención,1134,Barcelona,Santa Maria de Palautordera
Votos nulos,16,Barcelona,Santa Maria de Palautordera
Votos en blanco,28,Barcelona,Santa Maria de Palautordera
JxSí,3017,Barcelona,Santa Maria de Palautordera
C's,821,Barcelona,Sentmenat
PSC,717,Barcelona,Sentmenat
CatSíqueesPot,527,Barcelona,Sentmenat
CUP,498,Barcelona,Sentmenat
PP,322,Barcelona,Sentmenat
unio.cat,100,Barcelona,Sentmenat
PACMA,56,Barcelona,Sentmenat
RECORTES CERO-ELS VERDS,12,Barcelona,Sentmenat
Votos nulos,19,Barcelona,Santpedor
Votos en blanco,17,Barcelona,Santpedor
JxSí,2873,Barcelona,Santpedor
C's,454,Barcelona,Santpedor
CUP,418,Barcelona,Santpedor
PSC,336,Barcelona,Santpedor
CatSíqueesPot,230,Barcelona,Santpedor
PP,210,Barcelona,Santpedor
unio.cat,124,Barcelona,Santpedor
PACMA,11,Barcelona,Santpedor
RECORTES CERO-ELS VERDS,6,Barcelona,Santpedor
Abstención,15,Barcelona,Santa Maria de Miralles
JxSí,71,Barcelona,Santa Maria de Miralles
CatSíqueesPot,8,Barcelona,Santa Maria de Miralles
C's,391,Barcelona,Santa Susanna
CUP,163,Barcelona,Santa Susanna
PP,160,Barcelona,Santa Susanna
CatSíqueesPot,140,Barcelona,Santa Susanna
PSC,121,Barcelona,Santa Susanna
unio.cat,39,Barcelona,Santa Susanna
RECORTES CERO-ELS VERDS,6,Barcelona,Santa Susanna
PACMA,4,Barcelona,Santa Susanna
Abstención,35,Barcelona,Santa Maria de Merlès
JxSí,69,Barcelona,Santa Maria de Merlès
CUP,19,Barcelona,Santa Maria de Merlès
unio.cat,6,Barcelona,Santa Maria de Merlès
Abstención,102,Barcelona,Santa Maria de Martorelles
Votos nulos,1,Barcelona,Santa Maria de Martorelles
Votos en blanco,1,Barcelona,Santa Maria de Martorelles
JxSí,253,Barcelona,Santa Maria de Martorelles
Abstención,24,Barcelona,Santa Maria de Besora
Votos en blanco,1,Barcelona,Santa Maria de Besora
JxSí,92,Barcelona,Santa Maria de Besora
CUP,8,Barcelona,Santa Maria de Besora
C's,2,Barcelona,Santa Maria de Besora
Abstención,85,Barcelona,Santa Maria d'Oló
Votos nulos,1,Barcelona,Santa Maria d'Oló
Votos en blanco,6,Barcelona,Santa Maria d'Oló
JxSí,581,Barcelona,Santa Maria d'Oló
CUP,93,Barcelona,Santa Maria d'Oló
C's,19,Barcelona,Santa Maria d'Oló
Abstención,1061,Barcelona,Santa Margarida i els Monjos
Votos nulos,13,Barcelona,Santa Margarida i els Monjos
Votos en blanco,14,Barcelona,Santa Margarida i els Monjos
JxSí,1495,Barcelona,Santa Margarida i els Monjos
C's,723,Barcelona,Santa Margarida i els Monjos
C's,3804,Barcelona,Santa Perpètua de Mogoda
JxSí,3582,Barcelona,Santa Perpètua de Mogoda
PSC,2116,Barcelona,Santa Perpètua de Mogoda
CatSíqueesPot,2087,Barcelona,Santa Perpètua de Mogoda
PP,1199,Barcelona,Santa Perpètua de Mogoda
CUP,900,Barcelona,Santa Perpètua de Mogoda
unio.cat,226,Barcelona,Santa Perpètua de Mogoda
PACMA,155,Barcelona,Santa Perpètua de Mogoda
RECORTES CERO-ELS VERDS,80,Barcelona,Santa Perpètua de Mogoda
CUP,596,Barcelona,Santa Maria de Palautordera
C's,506,Barcelona,Santa Maria de Palautordera
PSC,505,Barcelona,Santa Maria de Palautordera
PP,334,Barcelona,Santa Maria de Palautordera
CatSíqueesPot,320,Barcelona,Santa Maria de Palautordera
unio.cat,126,Barcelona,Santa Maria de Palautordera
PACMA,34,Barcelona,Santa Maria de Palautordera
RECORTES CERO-ELS VERDS,11,Barcelona,Santa Maria de Palautordera
CUP,7,Barcelona,Santa Maria de Miralles
C's,5,Barcelona,Santa Maria de Miralles
PSC,2,Barcelona,Santa Maria de Miralles
unio.cat,2,Barcelona,Santa Maria de Miralles
RECORTES CERO-ELS VERDS,1,Barcelona,Santa Maria de Miralles
CatSíqueesPot,4,Barcelona,Santa Maria de Merlès
C's,3,Barcelona,Santa Maria de Merlès
PSC,2,Barcelona,Santa Maria de Merlès
PACMA,1,Barcelona,Santa Maria de Merlès
PP,1,Barcelona,Santa Maria de Merlès
Abstención,98,Lleida,Vilaller
Abstención,59,Lleida,Vilagrassa
Votos nulos,2,Lleida,Vilagrassa
Votos en blanco,4,Lleida,Vilagrassa
Abstención,91,Lleida,Vila-sana
CUP,81,Barcelona,Santa Maria de Martorelles
CatSíqueesPot,75,Barcelona,Santa Maria de Martorelles
C's,42,Barcelona,Santa Maria de Martorelles
PP,40,Barcelona,Santa Maria de Martorelles
PSC,37,Barcelona,Santa Maria de Martorelles
unio.cat,14,Barcelona,Santa Maria de Martorelles
PACMA,2,Barcelona,Santa Maria de Martorelles
RECORTES CERO-ELS VERDS,2,Barcelona,Santa Maria de Martorelles
Abstención,1072,Lleida,Vielha e Mijaran
Votos nulos,8,Lleida,Vielha e Mijaran
Votos en blanco,21,Lleida,Vielha e Mijaran
JxSí,670,Lleida,Vielha e Mijaran
C's,643,Lleida,Vielha e Mijaran
Abstención,158,Lleida,Verdú
RECORTES CERO-ELS VERDS,2,Barcelona,Santa Maria de Besora
unio.cat,2,Barcelona,Santa Maria de Besora
CatSíqueesPot,1,Barcelona,Santa Maria de Besora
PSC,17,Barcelona,Santa Maria d'Oló
unio.cat,17,Barcelona,Santa Maria d'Oló
PP,11,Barcelona,Santa Maria d'Oló
CatSíqueesPot,9,Barcelona,Santa Maria d'Oló
PSC,673,Barcelona,Santa Margarida i els Monjos
CatSíqueesPot,308,Barcelona,Santa Margarida i els Monjos
CUP,303,Barcelona,Santa Margarida i els Monjos
PP,261,Barcelona,Santa Margarida i els Monjos
unio.cat,69,Barcelona,Santa Margarida i els Monjos
PACMA,37,Barcelona,Santa Margarida i els Monjos
RECORTES CERO-ELS VERDS,13,Barcelona,Santa Margarida i els Monjos
Votos nulos,1,Lleida,Vilaller
Votos en blanco,3,Lleida,Vilaller
JxSí,157,Lleida,Vilaller
PSC,46,Lleida,Vilaller
C's,43,Lleida,Vilaller
CUP,38,Lleida,Vilaller
PP,27,Lleida,Vilaller
unio.cat,16,Lleida,Vilaller
CatSíqueesPot,13,Lleida,Vilaller
RECORTES CERO-ELS VERDS,1,Lleida,Vilaller
JxSí,186,Lleida,Vilagrassa
C's,27,Lleida,Vilagrassa
CUP,25,Lleida,Vilagrassa
PSC,22,Lleida,Vilagrassa
unio.cat,19,Lleida,Vilagrassa
PP,15,Lleida,Vilagrassa
CatSíqueesPot,4,Lleida,Vilagrassa
RECORTES CERO-ELS VERDS,2,Lleida,Vilagrassa
GANEMOS,1,Lleida,Vilagrassa
Votos nulos,2,Lleida,Vila-sana
Votos en blanco,3,Lleida,Vila-sana
JxSí,291,Lleida,Vila-sana
C's,41,Lleida,Vila-sana
unio.cat,31,Lleida,Vila-sana
CUP,29,Lleida,Vila-sana
PP,21,Lleida,Vila-sana
CatSíqueesPot,12,Lleida,Vila-sana
PSC,11,Lleida,Vila-sana
PACMA,2,Lleida,Vila-sana
RECORTES CERO-ELS VERDS,2,Lleida,Vila-sana
Abstención,28,Lleida,"Vansa i Fórnols, la"
JxSí,91,Lleida,"Vansa i Fórnols, la"
CUP,20,Lleida,"Vansa i Fórnols, la"
PP,8,Lleida,"Vansa i Fórnols, la"
CatSíqueesPot,7,Lleida,"Vansa i Fórnols, la"
Abstención,234,Lleida,"Valls de Valira, les"
Votos nulos,2,Lleida,"Valls de Valira, les"
Votos en blanco,4,Lleida,"Valls de Valira, les"
JxSí,227,Lleida,"Valls de Valira, les"
C's,38,Lleida,"Valls de Valira, les"
CUP,31,Lleida,"Valls de Valira, les"
Abstención,55,Lleida,"Valls d'Aguilar, les"
Votos nulos,2,Lleida,"Valls d'Aguilar, les"
JxSí,107,Lleida,"Valls d'Aguilar, les"
CUP,15,Lleida,"Valls d'Aguilar, les"
PSC,11,Lleida,"Valls d'Aguilar, les"
PSC,475,Lleida,Vielha e Mijaran
PP,316,Lleida,Vielha e Mijaran
CatSíqueesPot,146,Lleida,Vielha e Mijaran
CUP,136,Lleida,Vielha e Mijaran
unio.cat,108,Lleida,Vielha e Mijaran
PACMA,20,Lleida,Vielha e Mijaran
RECORTES CERO-ELS VERDS,3,Lleida,Vielha e Mijaran
Votos nulos,7,Lleida,Verdú
Votos en blanco,1,Lleida,Verdú
JxSí,384,Lleida,Verdú
CUP,48,Lleida,Verdú
PSC,35,Lleida,Verdú
PP,32,Lleida,Verdú
CatSíqueesPot,24,Lleida,Verdú
C's,22,Lleida,Verdú
unio.cat,19,Lleida,Verdú
GANEMOS,2,Lleida,Verdú
RECORTES CERO-ELS VERDS,1,Lleida,Verdú
Abstención,238,Lleida,Vallfogona de Balaguer
Votos nulos,7,Lleida,Vallfogona de Balaguer
Votos en blanco,12,Lleida,Vallfogona de Balaguer
JxSí,675,Lleida,Vallfogona de Balaguer
C's,113,Lleida,Vallfogona de Balaguer
PP,102,Lleida,Vallfogona de Balaguer
Abstención,37,Lleida,Vallbona de les Monges
Votos nulos,2,Lleida,Vallbona de les Monges
Abstención,45,Lleida,Vall de Cardós
Votos nulos,1,Lleida,Vall de Cardós
Votos en blanco,3,Lleida,Vall de Cardós
JxSí,145,Lleida,Vall de Cardós
CUP,39,Lleida,Vall de Cardós
Abstención,155,Lleida,"Vall de Boí, la"
Votos nulos,2,Lleida,"Vall de Boí, la"
Votos en blanco,1,Lleida,"Vall de Boí, la"
JxSí,402,Lleida,"Vall de Boí, la"
Abstención,1119,Lleida,Tremp
Votos nulos,16,Lleida,Tremp
Votos en blanco,21,Lleida,Tremp
JxSí,1934,Lleida,Tremp
PSC,337,Lleida,Tremp
C's,2,Lleida,"Vansa i Fórnols, la"
PSC,1,Lleida,"Vansa i Fórnols, la"
unio.cat,1,Lleida,"Vansa i Fórnols, la"
PSC,28,Lleida,"Valls de Valira, les"
CatSíqueesPot,23,Lleida,"Valls de Valira, les"
unio.cat,13,Lleida,"Valls de Valira, les"
PP,12,Lleida,"Valls de Valira, les"
PACMA,1,Lleida,"Valls de Valira, les"
CatSíqueesPot,11,Lleida,"Valls d'Aguilar, les"
C's,7,Lleida,"Valls d'Aguilar, les"
unio.cat,7,Lleida,"Valls d'Aguilar, les"
PP,6,Lleida,"Valls d'Aguilar, les"
PACMA,3,Lleida,"Valls d'Aguilar, les"
GANEMOS,1,Lleida,"Valls d'Aguilar, les"
RECORTES CERO-ELS VERDS,1,Lleida,"Valls d'Aguilar, les"
CUP,83,Lleida,Vallfogona de Balaguer
PSC,75,Lleida,Vallfogona de Balaguer
CatSíqueesPot,44,Lleida,Vallfogona de Balaguer
unio.cat,44,Lleida,Vallfogona de Balaguer
PACMA,6,Lleida,Vallfogona de Balaguer
GANEMOS,1,Lleida,Vallfogona de Balaguer
JxSí,109,Lleida,Vallbona de les Monges
CUP,31,Lleida,Vallbona de les Monges
CatSíqueesPot,12,Lleida,Vallbona de les Monges
C's,10,Lleida,Vallbona de les Monges
unio.cat,7,Lleida,Vallbona de les Monges
PP,4,Lleida,Vallbona de les Monges
PSC,3,Lleida,Vallbona de les Monges
unio.cat,18,Lleida,Vall de Cardós
C's,16,Lleida,Vall de Cardós
PP,11,Lleida,Vall de Cardós
PSC,7,Lleida,Vall de Cardós
CatSíqueesPot,6,Lleida,Vall de Cardós
CUP,110,Lleida,"Vall de Boí, la"
C's,26,Lleida,"Vall de Boí, la"
unio.cat,26,Lleida,"Vall de Boí, la"
CatSíqueesPot,24,Lleida,"Vall de Boí, la"
PP,23,Lleida,"Vall de Boí, la"
PSC,21,Lleida,"Vall de Boí, la"
PACMA,1,Lleida,"Vall de Boí, la"
CUP,251,Lleida,Tremp
C's,216,Lleida,Tremp
PP,182,Lleida,Tremp
unio.cat,103,Lleida,Tremp
CatSíqueesPot,101,Lleida,Tremp
PACMA,12,Lleida,Tremp
RECORTES CERO-ELS VERDS,2,Lleida,Tremp
